,tweet_id,rating_numerator,rating_denominator,name,date,stage
610,797236660651966464,12.0,10,Pancake,11-12-2016,None
611,797165961484890113,11.0,10,None,11-11-2016,None
613,796865951799083009,12.0,10,Tyr,11-11-2016,None
614,796759840936919040,11.0,10,Romeo,11-10-2016,None
616,796484825502875648,12.0,10,None,11-09-2016,doggo
617,796387464403357696,12.0,10,Snicku,11-09-2016,None
619,796149749086875649,11.0,10,Ruby,11-09-2016,None
620,796125600683540480,13.0,10,None,11-08-2016,None
621,796116448414461957,11.0,10,None,11-08-2016,None
622,796080075804475393,12.0,10,Yogi,11-08-2016,None
623,796031486298386433,13.0,10,Daisy,11-08-2016,None
624,795464331001561088,13.0,10,None,11-07-2016,doggo
625,795400264262053889,12.0,10,Brody,11-06-2016,None
626,795076730285391872,11.0,10,Bailey,11-06-2016,None
628,794926597468000259,12.0,10,Mack,11-05-2016,None
630,794332329137291264,12.0,10,Nimbus,11-04-2016,None
631,794205286408003585,14.0,10,Laika,11-03-2016,pupper
632,793962221541933056,12.0,10,Maximus,11-02-2016,None
633,793845145112371200,13.0,10,Clark,11-02-2016,None
635,793601777308463104,12.0,10,Dobby,11-01-2016,None
636,793500921481273345,12.0,10,Fiona,11-01-2016,None
637,793286476301799424,13.0,10,Moreton,11-01-2016,None
638,793271401113350145,12.0,10,Dave,11-01-2016,None
639,793256262322548741,12.0,10,None,11-01-2016,None
640,793241302385262592,13.0,10,Tucker,11-01-2016,None
641,793226087023144960,11.0,10,Juno,10-31-2016,None
642,793210959003287553,10.0,10,Maude,10-31-2016,None
643,793195938047070209,12.0,10,Lily,10-31-2016,puppo
644,793180763617361921,11.0,10,Newt,10-31-2016,None
645,793165685325201412,12.0,10,Benji,10-31-2016,None
646,793150605191548928,11.0,10,Nida,10-31-2016,None
647,793135492858580992,13.0,10,None,10-31-2016,None
648,793120401413079041,11.0,10,Robin,10-31-2016,None
649,792913359805018113,13.0,10,None,10-31-2016,None
650,792883833364439040,12.0,10,Bailey,10-31-2016,None
651,792773781206999040,12.0,10,Monster,10-30-2016,None
652,792394556390137856,12.0,10,BeBe,10-29-2016,None
653,792050063153438720,11.0,10,Remus,10-28-2016,None
657,791774931465953280,14.0,10,None,10-27-2016,None
658,791672322847637504,13.0,10,None,10-27-2016,None
659,791406955684368384,12.0,10,Levi,10-26-2016,None
660,791312159183634433,12.0,10,Mabel,10-26-2016,None
662,790987426131050500,12.0,10,Misty,10-25-2016,None
663,790946055508652032,12.0,10,Betty,10-25-2016,puppo
665,790698755171364864,12.0,10,Mosby,10-24-2016,None
666,790581949425475584,11.0,10,Duke,10-24-2016,None
667,790337589677002753,12.0,10,Maggie,10-23-2016,None
668,790277117346975746,11.0,10,Bruce,10-23-2016,None
670,789986466051088384,12.0,10,Happy,10-23-2016,None
672,789903600034189313,13.0,10,Ralphy,10-22-2016,pupper
673,789628658055020548,13.0,10,Eli,10-22-2016,None
674,789599242079838210,12.0,10,Brownie,10-21-2016,None
675,789530877013393408,12.0,10,Rizzy,10-21-2016,None
676,789314372632018944,13.0,10,None,10-21-2016,None
678,789268448748703744,10.0,10,Stella,10-21-2016,None
679,789137962068021249,12.0,10,Bo,10-20-2016,None
680,788908386943430656,11.0,10,Lucy,10-20-2016,None
681,788765914992902144,12.0,10,Butter,10-19-2016,None
683,788412144018661376,11.0,10,Dexter,10-18-2016,None
684,788178268662984705,13.0,10,None,10-18-2016,None
685,788150585577050112,13.0,10,Leo,10-17-2016,None
687,788039637453406209,12.0,10,None,10-17-2016,None
688,787810552592695296,11.0,10,Frank,10-17-2016,None
689,787717603741622272,13.0,10,Tonks,10-16-2016,puppo
690,787397959788929025,11.0,10,Moose,10-15-2016,None
691,787322443945877504,10.0,10,Lincoln,10-15-2016,None
693,786963064373534720,12.0,10,Rory,10-14-2016,None
695,786709082849828864,9.75,10,Logan,10-13-2016,None
696,786664955043049472,12.0,10,None,10-13-2016,None
697,786595970293370880,11.0,10,Dale,10-13-2016,None
698,786363235746385920,13.0,10,Rizzo,10-13-2016,doggo
699,786286427768250368,12.0,10,Arnie,10-12-2016,None
700,786233965241827333,11.0,10,Mattie,10-12-2016,None
701,786051337297522688,13.0,10,None,10-12-2016,puppo
703,785927819176054784,12.0,10,Lucy,10-11-2016,None
704,785872687017132033,12.0,10,Rusty,10-11-2016,None
705,785639753186217984,10.0,10,Pinot,10-11-2016,doggoNonepupperNone
706,785533386513321988,11.0,10,Dallas,10-10-2016,None
707,785515384317313025,10.0,10,None,10-10-2016,None
708,785264754247995392,12.0,10,Doc,10-09-2016,None
709,785170936622350336,11.0,10,Hero,10-09-2016,None
710,784826020293709826,13.0,10,Rusty,10-08-2016,None
711,784517518371221505,11.0,10,Frankie,10-07-2016,None
712,784431430411685888,12.0,10,Stormy,10-07-2016,None
713,784183165795655680,12.0,10,Reginald,10-07-2016,puppo
714,784057939640352768,12.0,10,Balto,10-06-2016,None
715,783839966405230592,13.0,10,Riley,10-06-2016,None
716,783821107061198850,12.0,10,Mairi,10-06-2016,None
717,783695101801398276,12.0,10,Loomis,10-05-2016,None
718,783466772167098368,11.0,10,Finn,10-05-2016,None
719,783391753726550016,13.0,10,Godi,10-04-2016,None
721,783334639985389568,12.0,10,Dave,10-04-2016,None
722,783085703974514689,11.0,10,Earl,10-03-2016,None
723,782969140009107456,12.0,10,Cali,10-03-2016,None
724,782747134529531904,11.0,10,Deacon,10-03-2016,doggo
725,782722598790725632,10.0,10,Penny,10-02-2016,None
726,782598640137187329,11.0,10,Timmy,10-02-2016,None
727,782305867769217024,12.0,10,Sampson,10-01-2016,doggo
729,781955203444699136,11.0,10,Chipson,09-30-2016,None
730,781661882474196992,5.0,10,None,09-30-2016,None
731,781655249211752448,11.0,10,Combo,09-30-2016,doggo
732,781524693396357120,12.0,10,None,09-29-2016,None
733,781308096455073793,12.0,10,None,09-29-2016,doggoNonepupperNone
734,781251288990355457,11.0,10,Oakley,09-28-2016,None
735,781163403222056960,10.0,10,None,09-28-2016,None
736,780931614150983680,13.0,10,None,09-28-2016,puppo
737,780858289093574656,10.0,10,Dash,09-27-2016,None
738,780800785462489090,11.0,10,Koda,09-27-2016,None
739,780601303617732608,12.0,10,Hercules,09-27-2016,None
740,780543529827336192,12.0,10,None,09-26-2016,None
743,780459368902959104,11.0,10,Bear,09-26-2016,None
744,780192070812196864,11.0,10,None,09-25-2016,None
746,780074436359819264,10.0,10,None,09-25-2016,doggo
747,779834332596887552,11.0,10,Scout,09-25-2016,None
748,779377524342161408,12.0,10,None,09-23-2016,pupper
750,779123168116150273,12.0,10,Reggie,09-23-2016,None
751,779056095788752897,13.0,10,None,09-22-2016,None
752,778990705243029504,11.0,10,Jay,09-22-2016,None
754,778764940568104960,13.0,10,None,09-22-2016,None
755,778748913645780993,11.0,10,Mya,09-22-2016,None
756,778650543019483137,10.0,10,Strider,09-21-2016,None
757,778624900596654080,11.0,10,Penny,09-21-2016,None
758,778408200802557953,14.0,10,None,09-21-2016,None
760,778383385161035776,13.0,10,Nala,09-21-2016,None
761,778286810187399168,11.0,10,Stanley,09-20-2016,None
762,778039087836069888,12.0,10,None,09-20-2016,pupper
763,778027034220126208,11.27,10,Sophie,09-20-2016,pupper
765,777885040357281792,3.0,10,Wesley,09-19-2016,None
766,777684233540206592,12.0,10,None,09-19-2016,None
768,777621514455814149,12.0,10,Derek,09-18-2016,None
769,777189768882946048,12.0,10,Jeffrey,09-17-2016,None
771,776813020089548800,12.0,10,Solomon,09-16-2016,None
772,776477788987613185,11.0,10,Huck,09-15-2016,pupper
774,776218204058357768,13.0,10,None,09-15-2016,floofer
775,776201521193218049,10.0,10,O,09-14-2016,None
776,776113305656188928,11.0,10,Sampson,09-14-2016,pupper
777,776088319444877312,10.0,10,None,09-14-2016,None
779,775842724423557120,12.0,10,Blue,09-13-2016,None
780,775733305207554048,11.0,10,Anakin,09-13-2016,doggo
781,775729183532220416,13.0,10,None,09-13-2016,None
782,775364825476165632,11.0,10,Finley,09-12-2016,doggo
783,775350846108426240,12.0,10,Maximus,09-12-2016,None
785,775085132600442880,13.0,10,Tucker,09-11-2016,None
786,774757898236878852,12.0,10,Finley,09-10-2016,None
787,774639387460112384,10.0,10,Sprinkles,09-10-2016,None
788,774314403806253056,14.0,10,None,09-09-2016,None
789,773985732834758656,11.0,10,Winnie,09-08-2016,pupper
790,773922284943896577,12.0,10,Heinrich,09-08-2016,None
791,773704687002451968,12.0,10,Loki,09-08-2016,None
792,773670353721753600,10.0,10,Shakespeare,09-07-2016,None
793,773547596996571136,11.0,10,Chelsea,09-07-2016,pupper
795,773308824254029826,12.0,10,Bungalo,09-06-2016,None
796,773247561583001600,10.0,10,Chip,09-06-2016,None
797,773191612633579521,12.0,10,Grey,09-06-2016,None
798,772877495989305348,11.0,10,None,09-05-2016,None
799,772826264096874500,11.0,10,Roosevelt,09-05-2016,None
801,772581559778025472,10.0,10,None,09-04-2016,None
802,772193107915964416,12.0,10,Willem,09-03-2016,pupper
803,772152991789019136,10.0,10,None,09-03-2016,None
804,772117678702071809,12.0,10,Jack,09-03-2016,None
805,772114945936949249,10.0,10,Finn,09-03-2016,None
806,772102971039580160,11.0,10,Penny,09-03-2016,None
807,771908950375665664,13.0,10,None,09-03-2016,doggo
808,771770456517009408,11.0,10,Davey,09-02-2016,None
809,771500966810099713,12.0,10,Dakota,09-02-2016,None
810,771380798096281600,11.0,10,Fizz,09-01-2016,None
812,771136648247640064,11.0,10,Dixie,09-01-2016,None
813,771102124360998913,12.0,10,Charlie,08-31-2016,None
814,771014301343748096,7.0,10,None,08-31-2016,None
816,770787852854652928,10.0,10,Winston,08-31-2016,None
817,770772759874076672,11.0,10,Sebastian,08-30-2016,None
819,770655142660169732,11.0,10,None,08-30-2016,None
820,770414278348247044,11.0,10,Al,08-30-2016,None
821,770293558247038976,10.0,10,Jackson,08-29-2016,None
823,770069151037685760,10.0,10,Carbon,08-29-2016,None
824,769940425801170949,12.0,10,Klein,08-28-2016,None
825,769695466921623552,13.0,10,Titan,08-28-2016,None
827,769212283578875904,12.0,10,DonDon,08-26-2016,None
828,768970937022709760,12.0,10,Kirby,08-26-2016,None
830,768855141948723200,11.0,10,Jesse,08-25-2016,None
831,768609597686943744,10.0,10,Lou,08-25-2016,None
832,768596291618299904,12.0,10,Oakley,08-24-2016,None
834,768473857036525572,11.0,10,Chevy,08-24-2016,None
835,768193404517830656,8.0,10,Gerald,08-23-2016,doggo
836,767884188863397888,10.0,10,Tito,08-23-2016,None
837,767754930266464257,11.0,10,Philbert,08-22-2016,None
838,767500508068192258,12.0,10,Louie,08-21-2016,None
839,767191397493538821,13.0,10,None,08-21-2016,doggo
840,767122157629476866,13.0,10,Rupert,08-20-2016,None
842,766793450729734144,10.0,10,Rufus,08-20-2016,None
843,766714921925144576,13.0,10,None,08-19-2016,None
844,766693177336135680,11.0,10,Brudge,08-19-2016,None
845,766423258543644672,9.0,10,Shadoe,08-18-2016,None
846,766313316352462849,12.0,10,Oscar,08-18-2016,None
848,766069199026450432,12.0,10,Juno,08-18-2016,None
849,766008592277377025,11.0,10,Angel,08-17-2016,None
850,765719909049503744,12.0,10,Brat,08-17-2016,None
851,765669560888528897,12.0,10,Tove,08-16-2016,None
852,765395769549590528,13.0,10,Zoey,08-16-2016,None
853,765371061932261376,11.0,10,Louie,08-16-2016,pupper
854,765222098633691136,10.0,10,Gromit,08-15-2016,None
855,764857477905154048,12.0,10,Aubie,08-14-2016,None
856,764259802650378240,10.0,10,Kota,08-13-2016,None
857,763956972077010945,12.0,10,None,08-12-2016,doggo
858,763837565564780549,11.0,10,Alfie,08-11-2016,None
859,763183847194451968,8.0,10,Clark,08-10-2016,None
861,763103485927849985,10.0,10,Belle,08-09-2016,None
862,762699858130116608,11.0,10,Leela,08-08-2016,None
863,762471784394268675,12.0,10,Glenn,08-08-2016,None
864,762464539388485633,12.0,10,Buddy,08-08-2016,None
865,762316489655476224,11.0,10,Scout,08-07-2016,None
866,762035686371364864,14.0,10,None,08-06-2016,None
867,761976711479193600,12.0,10,Shelby,08-06-2016,None
869,761745352076779520,11.0,10,None,08-06-2016,None
870,761672994376806400,10.0,10,None,08-05-2016,None
871,761599872357261312,11.0,10,Sephie,08-05-2016,None
873,761334018830917632,10.0,10,Bruce,08-04-2016,None
874,761292947749015552,11.0,10,Bonaparte,08-04-2016,None
875,761227390836215808,10.0,10,Albert,08-04-2016,None
876,761004547850530816,11.0,10,Bo,08-04-2016,None
877,760893934457552897,11.0,10,Wishes,08-03-2016,doggo
878,760656994973933572,11.0,10,Rose,08-03-2016,None
879,760641137271070720,12.0,10,Theo,08-03-2016,None
880,760539183865880579,12.0,10,Atlas,08-02-2016,None
881,760521673607086080,12.0,10,None,08-02-2016,doggo
882,760290219849637889,13.0,10,Rocco,08-02-2016,None
883,760252756032651264,4.0,10,Fido,08-01-2016,None
884,760190180481531904,10.0,10,Sadie,08-01-2016,None
886,759943073749200896,12.0,10,None,08-01-2016,pupper
887,759923798737051648,10.0,10,None,08-01-2016,None
888,759846353224826880,11.0,10,Kirby,07-31-2016,None
889,759793422261743616,12.0,10,Maggie,07-31-2016,doggoNonepupperNone
891,759557299618865152,10.0,10,Emma,07-31-2016,None
892,759447681597108224,11.0,10,Oakley,07-30-2016,None
893,759446261539934208,10.0,10,None,07-30-2016,None
894,759197388317847553,12.0,10,Luna,07-30-2016,None
896,759099523532779520,7.0,10,Toby,07-29-2016,None
897,759047813560868866,11.0,10,Spencer,07-29-2016,None
898,758854675097526272,11.0,10,Lilli,07-29-2016,None
899,758828659922702336,13.0,10,None,07-29-2016,doggo
900,758740312047005698,12.0,10,Boston,07-28-2016,None
901,758474966123810816,11.0,10,Brandonald,07-28-2016,None
902,758467244762497024,165.0,150,None,07-28-2016,None
903,758405701903519748,10.0,10,Odie,07-27-2016,None
904,758355060040593408,11.0,10,Corey,07-27-2016,None
905,758099635764359168,13.0,10,None,07-27-2016,None
906,758041019896193024,9.0,10,None,07-26-2016,None
907,757741869644341248,10.0,10,Leonard,07-26-2016,None
909,757725642876129280,11.0,10,Beckham,07-25-2016,None
910,757611664640446465,12.0,10,Cooper,07-25-2016,None
912,757596066325864448,4.0,10,None,07-25-2016,None
913,757400162377592832,13.0,10,None,07-25-2016,None
914,757393109802180609,10.0,10,None,07-25-2016,doggo
915,757354760399941633,8.0,10,Devón,07-24-2016,None
916,756998049151549440,11.0,10,Oliver,07-23-2016,None
917,756939218950160384,12.0,10,Jax,07-23-2016,pupper
918,756651752796094464,11.0,10,Gert,07-23-2016,None
919,756526248105566208,13.0,10,None,07-22-2016,doggo
920,756303284449767430,11.0,10,None,07-22-2016,None
921,756288534030475264,12.0,10,None,07-22-2016,None
922,756275833623502848,10.0,10,None,07-21-2016,puppo
923,755955933503782912,12.0,10,None,07-21-2016,pupper
924,755206590534418437,14.0,10,None,07-19-2016,doggo
925,755110668769038337,13.0,10,Watson,07-18-2016,None
927,754856583969079297,11.0,10,Winnie,07-18-2016,None
928,754747087846248448,12.0,10,Keith,07-17-2016,None
929,754482103782404096,10.0,10,Milo,07-17-2016,None
930,754449512966619136,11.0,10,Dex,07-16-2016,None
931,754120377874386944,10.0,10,None,07-16-2016,None
932,754011816964026368,12.0,10,Charlie,07-15-2016,None
933,753655901052166144,10.0,10,None,07-14-2016,None
934,753420520834629632,11.0,10,None,07-14-2016,None
935,753398408988139520,12.0,10,Scout,07-14-2016,None
936,753375668877008896,8.0,10,Hank,07-13-2016,None
938,753294487569522689,11.0,10,Ace,07-13-2016,None
939,753039830821511168,13.0,10,None,07-13-2016,None
940,753026973505581056,10.0,10,Tayzie,07-13-2016,None
941,752932432744185856,12.0,10,Carl,07-12-2016,None
942,752917284578922496,11.0,10,Grizzie,07-12-2016,None
944,752682090207055872,10.0,10,None,07-12-2016,doggo
945,752660715232722944,10.0,10,None,07-12-2016,doggo
946,752568224206688256,9.0,10,None,07-11-2016,None
947,752519690950500352,11.0,10,None,07-11-2016,puppo
948,752334515931054080,8.0,10,None,07-11-2016,doggo
950,752173152931807232,12.0,10,Brody,07-10-2016,None
951,751950017322246144,13.0,10,Lola,07-10-2016,pupper
952,751937170840121344,11.0,10,Ruby,07-10-2016,None
953,751830394383790080,12.0,10,Tucker,07-09-2016,None
954,751793661361422336,11.0,10,Fred,07-09-2016,None
955,751598357617971201,13.0,10,Toby,07-09-2016,None
956,751583847268179968,5.0,10,None,07-09-2016,doggoNonepupperNone
957,751538714308972544,10.0,10,Max,07-08-2016,None
958,751456908746354688,12.0,10,None,07-08-2016,pupper
959,751251247299190784,10.0,10,Gilbert,07-08-2016,None
960,751205363882532864,12.0,10,None,07-08-2016,None
961,751132876104687617,10.0,10,Cooper,07-07-2016,puppo
962,750868782890057730,11.0,10,Milo,07-07-2016,pupper
963,750719632563142656,12.0,10,Meyer,07-06-2016,None
964,750506206503038976,8.0,10,Malcolm,07-06-2016,pupper
965,750429297815552001,12.0,10,Arnie,07-05-2016,None
966,750383411068534784,9.0,10,Zoe,07-05-2016,pupper
967,750381685133418496,13.0,10,None,07-05-2016,doggo
968,750147208377409536,13.0,10,None,07-05-2016,None
969,750132105863102464,11.0,10,Stewie,07-05-2016,None
970,750117059602808832,10.0,10,Calvin,07-05-2016,None
971,750101899009982464,11.0,10,Lilah,07-04-2016,None
972,750086836815486976,12.0,10,Spanky,07-04-2016,None
973,750071704093859840,10.0,10,None,07-04-2016,pupper
974,750056684286914561,11.0,10,Jameson,07-04-2016,None
975,750041628174217216,13.0,10,Beau,07-04-2016,None
976,750026558547456000,10.0,10,Jax,07-04-2016,None
977,750011400160841729,11.0,10,Piper,07-04-2016,doggo
978,749996283729883136,12.0,10,Bo,07-04-2016,None
979,749981277374128128,1776.0,10,Atticus,07-04-2016,None
980,749774190421639168,12.0,10,Lucy,07-04-2016,None
981,749417653287129088,11.0,10,Finn,07-03-2016,pupper
982,749403093750648834,10.0,10,None,07-03-2016,None
983,749395845976588288,10.0,10,George,07-03-2016,None
984,749317047558017024,12.0,10,Blu,07-02-2016,floofer
985,749075273010798592,11.0,10,Boomer,07-02-2016,doggo
986,749064354620928000,11.0,10,Winston,07-02-2016,None
987,749036806121881602,8.0,10,Dietrich,07-02-2016,None
988,748977405889503236,10.0,10,None,07-01-2016,None
989,748932637671223296,13.0,10,Divine,07-01-2016,doggo
990,748705597323898880,13.0,10,None,07-01-2016,None
991,748699167502000129,11.0,10,Tripp,07-01-2016,None
992,748692773788876800,10.0,10,None,07-01-2016,doggo
993,748575535303884801,6.0,10,None,06-30-2016,None
994,748568946752774144,12.0,10,Cora,06-30-2016,None
995,748346686624440324,10.0,10,None,06-30-2016,None
996,748337862848962560,13.0,10,None,06-30-2016,pupper
997,748324050481647620,11.0,10,Duke,06-30-2016,None
998,748307329658011649,7.0,10,None,06-30-2016,None
999,748220828303695873,13.0,10,None,06-29-2016,None
1000,747963614829678593,10.0,10,None,06-29-2016,pupper
1001,747933425676525569,11.0,10,None,06-28-2016,None
1002,747885874273214464,8.0,10,None,06-28-2016,None
1003,747844099428986880,11.0,10,Huxley,06-28-2016,None
1004,747816857231626240,4.0,10,None,06-28-2016,None
1005,747651430853525504,12.0,10,None,06-28-2016,pupper
1006,747648653817413632,12.0,10,Keurig,06-28-2016,None
1007,747600769478692864,10.0,10,Bookstore,06-28-2016,None
1008,747594051852075008,11.0,10,None,06-28-2016,None
1009,747512671126323200,10.0,10,None,06-27-2016,None
1010,747461612269887489,10.0,10,None,06-27-2016,None
1011,747439450712596480,12.0,10,Linus,06-27-2016,None
1013,747219827526344708,11.0,10,Atticus,06-27-2016,None
1014,747204161125646336,10.0,10,Clark,06-26-2016,None
1015,747103485104099331,11.0,10,None,06-26-2016,None
1016,746906459439529985,0.0,10,None,06-26-2016,None
1017,746872823977771008,11.0,10,None,06-26-2016,None
1018,746818907684614144,13.0,10,None,06-25-2016,None
1019,746790600704425984,10.0,10,None,06-25-2016,None
1020,746757706116112384,11.0,10,Maddie,06-25-2016,None
1021,746726898085036033,12.0,10,Abby,06-25-2016,None
1022,746542875601690625,11.0,10,None,06-25-2016,floofer
1024,746507379341139972,10.0,10,Shiloh,06-25-2016,None
1025,746369468511756288,9.0,10,None,06-24-2016,None
1026,746131877086527488,10.0,10,Gustav,06-24-2016,None
1027,746056683365994496,11.0,10,Arlen,06-23-2016,None
1028,745789745784041472,10.0,10,Gus,06-23-2016,None
1029,745712589599014916,7.0,10,Percy,06-22-2016,None
1030,745433870967832576,10.0,10,Lenox,06-22-2016,doggo
1031,745422732645535745,9.0,10,None,06-22-2016,None
1032,745314880350101504,12.0,10,Sugar,06-21-2016,None
1033,745074613265149952,11.0,10,Jeffrey,06-21-2016,None
1034,745057283344719872,12.0,10,Oliver,06-21-2016,None
1035,744995568523612160,9.0,10,Abby,06-20-2016,puppo
1036,744971049620602880,12.0,10,Indie,06-20-2016,None
1037,744709971296780288,10.0,10,Harvey,06-20-2016,None
1038,744334592493166593,11.0,10,Blanket,06-19-2016,None
1039,744234799360020481,13.0,10,None,06-18-2016,doggo
1040,744223424764059648,12.0,10,None,06-18-2016,pupper
1041,743980027717509120,11.0,10,Geno,06-18-2016,None
1042,743895849529389061,10.0,10,None,06-17-2016,None
1044,743609206067040256,10.0,10,Stark,06-17-2016,None
1045,743595368194129920,7.0,10,Harold,06-17-2016,None
1046,743545585370791937,11.0,10,Bentley,06-16-2016,None
1047,743510151680958465,13.0,10,Beya,06-16-2016,None
1048,743253157753532416,10.0,10,Kilo,06-16-2016,puppo
1049,743222593470234624,12.0,10,None,06-15-2016,pupper
1050,743210557239623680,10.0,10,Kayla,06-15-2016,None
1051,742534281772302336,11.0,10,None,06-14-2016,doggo
1052,742528092657332225,10.0,10,Maxaroni,06-14-2016,None
1053,742465774154047488,14.0,10,None,06-13-2016,pupper
1054,742423170473463808,12.0,10,Bell,06-13-2016,None
1055,742385895052087300,11.0,10,Phil,06-13-2016,None
1056,742161199639494656,12.0,10,Doug,06-13-2016,None
1057,742150209887731712,8.0,10,Edmund,06-13-2016,pupper
1058,741793263812808706,10.0,10,None,06-12-2016,None
1059,741743634094141440,11.0,10,Aqua,06-11-2016,pupper
1060,741438259667034112,9.0,10,Tucker,06-11-2016,None
1061,741303864243200000,12.0,10,Theodore,06-10-2016,None
1062,741099773336379392,11.0,10,Ted,06-10-2016,None
1063,741067306818797568,12.0,10,None,06-10-2016,doggoNonepupperNone
1064,740995100998766593,10.0,10,Leo,06-09-2016,None
1065,740711788199743490,9.0,10,None,06-09-2016,None
1066,740699697422163968,8.0,10,Chip,06-09-2016,None
1067,740676976021798912,11.0,10,Baloo,06-08-2016,pupper
1068,740373189193256964,9.0,11,None,06-08-2016,None
1069,740365076218183684,10.0,10,None,06-08-2016,None
1070,740359016048689152,9.0,10,Chase,06-08-2016,None
1071,740214038584557568,10.0,10,None,06-07-2016,None
1072,739979191639244800,12.0,10,Nollie,06-07-2016,None
1073,739932936087216128,10.0,10,Rorie,06-06-2016,None
1074,739844404073074688,12.0,10,Simba,06-06-2016,None
1075,739623569819336705,12.0,10,None,06-06-2016,doggo
1076,739606147276148736,9.0,10,Benji,06-05-2016,pupper
1077,739544079319588864,10.0,10,None,06-05-2016,None
1078,739485634323156992,6.0,10,Kyle,06-05-2016,None
1079,739238157791694849,13.0,10,None,06-04-2016,doggo
1080,738891149612572673,13.0,10,None,06-04-2016,None
1081,738885046782832640,11.0,10,Charles,06-04-2016,None
1082,738883359779196928,10.0,10,None,06-04-2016,None
1083,738537504001953792,11.0,10,Bayley,06-03-2016,puppo
1084,738402415918125056,10.0,10,None,06-02-2016,None
1085,738184450748633089,9.0,10,None,06-02-2016,None
1086,738166403467907072,12.0,10,Axel,06-02-2016,None
1087,738156290900254721,10.0,10,Storkson,06-01-2016,None
1088,737826014890496000,10.0,10,Remy,06-01-2016,None
1089,737800304142471168,10.0,10,Bella,06-01-2016,None
1090,737678689543020544,11.0,10,None,05-31-2016,None
1091,737445876994609152,13.0,10,None,05-31-2016,floofer
1092,737322739594330112,9.0,10,Lily,05-30-2016,None
1093,737310737551491075,13.0,10,None,05-30-2016,None
1094,736736130620620800,13.0,10,Chadrick,05-29-2016,None
1095,736392552031657984,13.0,10,None,05-28-2016,pupper
1096,736365877722001409,11.0,10,Rory,05-28-2016,pupper
1097,736225175608430592,10.0,10,None,05-27-2016,None
1098,736010884653420544,10.0,10,None,05-27-2016,None
1099,735991953473572864,11.0,10,Maxaroni,05-27-2016,None
1100,735648611367784448,12.0,10,None,05-26-2016,pupper
1101,735635087207878657,11.0,10,Dakota,05-26-2016,None
1102,735274964362878976,11.0,10,None,05-25-2016,None
1103,735256018284875776,8.0,10,Kellogg,05-24-2016,doggo
1104,735137028879360001,9.0,10,Buckley,05-24-2016,pupper
1105,734912297295085568,10.0,10,Jax,05-24-2016,None
1106,734787690684657664,13.0,10,None,05-23-2016,None
1107,734776360183431168,11.0,10,Livvie,05-23-2016,None
1108,734559631394082816,10.0,10,None,05-23-2016,None
1109,733828123016450049,10.0,10,Terry,05-21-2016,None
1110,733822306246479872,10.0,10,Moose,05-21-2016,floofer
1111,733482008106668032,10.0,10,None,05-20-2016,None
1112,733460102733135873,11.0,10,Hermione,05-20-2016,None
1113,733109485275860992,12.0,10,None,05-19-2016,doggoNonepupperNone
1114,732732193018155009,12.0,10,Ralpher,05-18-2016,None
1115,732726085725589504,11.0,10,Aldrick,05-18-2016,None
1116,732585889486888962,10.0,10,None,05-17-2016,None
1117,732375214819057664,11.0,10,Kyle,05-17-2016,doggo
1118,732005617171337216,11.0,10,Larry,05-16-2016,None
1119,731285275100512256,12.0,10,Solomon,05-14-2016,None
1120,731156023742988288,204.0,170,None,05-13-2016,None
1121,730924654643314689,9.0,10,None,05-13-2016,None
1122,730573383004487680,10.0,10,Rooney,05-12-2016,pupper
1123,730427201120833536,11.0,10,Crystal,05-11-2016,None
1124,730211855403241472,11.0,10,Ziva,05-11-2016,None
1125,730196704625098752,6.0,10,Charles,05-11-2016,None
1126,729854734790754305,11.0,10,Ollie,05-10-2016,None
1127,729838605770891264,12.0,10,None,05-10-2016,None
1128,729823566028484608,13.0,10,Stefan,05-10-2016,None
1129,729463711119904772,13.0,10,Pupcasso,05-09-2016,None
1130,729113531270991872,10.0,10,None,05-08-2016,None
1131,728986383096946689,11.0,10,Puff,05-07-2016,None
1132,728760639972315136,13.0,10,None,05-07-2016,None
1133,728751179681943552,10.0,10,Flurpson,05-07-2016,None
1134,728653952833728512,8.0,10,Coleman,05-06-2016,None
1135,728409960103686147,10.0,10,Wallace,05-06-2016,None
1136,728387165835677696,12.0,10,Enchilada,05-06-2016,None
1137,728046963732717569,11.0,10,Raymond,05-05-2016,None
1138,728035342121635841,12.0,10,None,05-05-2016,pupper
1139,728015554473250816,11.0,10,Rueben,05-05-2016,pupper
1140,727685679342333952,12.0,10,Cilantro,05-04-2016,None
1141,727644517743104000,13.0,10,None,05-03-2016,doggo
1142,727524757080539137,10.0,10,None,05-03-2016,pupper
1143,727314416056803329,11.0,10,None,05-03-2016,pupper
1144,727286334147182592,9.0,10,None,05-02-2016,None
1145,727175381690781696,10.0,10,Karll,05-02-2016,None
1146,727155742655025152,11.0,10,None,05-02-2016,None
1147,726935089318363137,12.0,10,Sprout,05-02-2016,None
1148,726887082820554753,10.0,10,Blitz,05-01-2016,None
1149,726828223124897792,12.0,10,Bloop,05-01-2016,None
1150,726224900189511680,9.0,10,None,04-30-2016,None
1151,725842289046749185,12.0,10,Colby,04-29-2016,None
1152,725786712245440512,11.0,10,Lillie,04-28-2016,pupper
1153,725729321944506368,12.0,10,Lola,04-28-2016,None
1154,725458796924002305,13.0,10,None,04-27-2016,None
1155,724983749226668032,12.0,10,Fred,04-26-2016,None
