,favorite_count,full_text,tweet_id,retweet_count
1991-07-18 16:32:03.806179328,3013,This is Bruce. He's a rare pup. Covered in Frosted Flakes. Nifty gold teeth. Overall good dog. 7/10 would pet firmly https://t.co/RtxxACzZ8A,679854723806179328,1322
1991-07-18 18:35:21.895714818,2582,"""Dammit hooman I'm jus trynna lik the fler"" 11/10 https://t.co/eRZRI8OTj7",679862121895714816,668
1991-07-18 21:36:09.355714560,2285,This is Rocco. He's in a very intense game of freeze tag. Currently waiting to be unfrozen 10/10 https://t.co/xZXUKVXJ7l,679872969355714560,713
1991-07-18 22:44:22.409191424,2069,Meet Penelope. She's a bacon frise. Total babe (lol get it like the movie). Doesn't bark tho. 5/10 very average dog https://t.co/SDcQYg0HSZ,679877062409191424,691
1991-07-21 00:17:35.951884288,17549,"Meet Sammy. At first I was like ""that's a snowflake. we only rate dogs,"" but he would've melted by now, so 10/10 https://t.co/MQfPK4zwuh",680055455951884288,7625
1991-07-21 04:29:05.539371008,2706,Say hello to Emmie. She's trapped in an ornament. Tragic af. Looks pretty content tho. Maybe it's meant to be. 9/10 https://t.co/Fh7geodBCU,680070545539371008,939
1991-07-21 08:40:11.152338944,13446,This is by far the most coordinated series of pictures I was sent. Downright impressive in every way. 12/10 for all https://t.co/etzLo3sdZE,680085611152338944,9563
1991-07-21 12:52:05.817409536,3754,This pupper is not coming inside until she catches a snowflake on her tongue. 11/10 the determination is palpable https://t.co/lvMYbmKq8H,680100725817409536,1465
1991-07-21 17:03:43.365742593,2854,This is Ozzy. He woke up 2 minutes before he had to be ready for the Christmas party. 9/10 classic Ozzy https://t.co/Kt9vmw0Fap,680115823365742592,973
1991-07-21 21:14:41.361686529,2407,This is Reggie. His Santa hat is a little big. 10/10 he's still having fun https://t.co/w0dcGXq7qK,680130881361686528,1018
1991-07-22 01:26:10.311643136,3803,Say hello to Kawhi. He was doing fine until his hat fell off. He got it back though. 10/10 deep breaths pupper https://t.co/N5pM6WBx7e,680145970311643136,1871
1991-07-22 05:38:17.740095489,2437,Meet Goliath. He's an example of irony. Head is phenomenally round. Wants to be an ornament. 12/10 would hug gently https://t.co/72Dil0Aktw,680161097740095488,789
1991-07-22 09:49:33.301628928,4103,This pupper is patiently waiting to scare the shit out of Santa. 10/10 https://t.co/NhXo67K6yt,680176173301628928,1685
1991-07-22 14:00:57.256136705,2256,Here's a sleepy Christmas pupper 11/10 https://t.co/KXg0f8GNQ9,680191257256136704,540
1991-07-22 18:18:23.334408192,2986,I hope everyone enjoys this picture as much as I do. This is Toby. 12/10 https://t.co/vHnu1g9EJm,680206703334408192,1260
1991-07-22 22:24:42.581123072,1526,This is CeCe. She's patiently waiting for Santa. 10/10 https://t.co/ZJUypFFwvg,680221482581123072,309
1991-07-25 11:12:54.763077632,1527,Merry Christmas. My gift to you is this tiny unicorn running into a wall in slow motion. 11/10 https://t.co/UKqIAnR3He,680440374763077632,544
1991-07-25 20:16:51.644985345,2677,"This is Hector. He thinks he's a hammer. Silly Hector. You're a pupper, not a hammer. 10/10 https://t.co/OdUFuZIXiI",680473011644985344,801
1991-07-26 02:18:46.643068929,1800,Here we have uncovered an entire battalion of holiday puppers. Average of 11.26/10 https://t.co/eNm2S6p9BD,680494726643068928,518
1991-07-26 03:09:26.108381184,4453,Meet Percy. He's a Latvian Yuletide Heineken. Refuses to take off sweater. Kinda feisty. 12/10 would keep in pocket https://t.co/QGM5Fcuv7s,680497766108381184,2054
1991-07-27 03:04:54.916304897,3812,This is Penny. Her tennis ball slowly rolled down her cone and into the pool. 8/10 bad things happen to good puppers https://t.co/YNWU7LeFgg,680583894916304896,1446
1991-07-27 10:08:13.079592961,2771,This is Brody. That is his chair. He loves his chair. Never leaves it. 9/10 might be stuck actually https://t.co/WvJRg0XJit,680609293079592960,768
1991-07-29 14:40:57.301471234,3006,Say hello to Moofasa. He must be a powerful dog. Fenced in for your protection. Just got his ear pierced. 6/10 https://t.co/w6fRfQ3RXD,680798457301471232,1122
1991-07-29 15:35:47.103793152,2491,Great picture here. Dog on the right panicked &amp; forgot about his tongue. Middle green dog must've fainted. All 10/10 https://t.co/31npKUAox0,680801747103793152,889
1991-07-29 16:39:14.198020098,2279,This guy's dog broke. So sad. 9/10 would still pet https://t.co/BYiXJDEzv7,680805554198020096,711
1991-07-30 01:12:58.243002368,3636,This is Ellie. She's secretly ferocious. 12/10 very deadly pupper https://t.co/BF4BW8LUgb,680836378243002368,1429
1991-07-30 16:00:48.562991104,1856,This is Cheesy. It's her birthday. She's patiently waiting to eat her party muffin. 9/10 happy birthday pup https://t.co/cH2H7mch2H,680889648562991104,394
1991-07-30 22:37:18.424612864,2515,Meet Griswold. He's dapper as hell. Already pumped for next Christmas. 11/10 https://t.co/5NrpNDyFzN,680913438424612864,664
1991-07-31 04:36:22.542561280,2187,Say hello to Sadie. She's a Tortellini Sidewinder. Very jubilant pup. Seems loyal. Leaves on point. 10/10 petable af https://t.co/g2bTu4ayPl,680934982542561280,472
1991-07-31 06:04:06.314430465,3387,This is Alice. She's an idiot. 4/10 https://t.co/VQXdwJfkyS,680940246314430464,1134
1991-07-31 11:18:30.691590145,4790,This is Ozzie. He was doing fine until he lost traction in those festive socks. Now he's tired. 9/10 still killin it https://t.co/u4FYdIRKnY,680959110691590144,2141
1991-07-31 14:33:15.137544192,2559,I thought I made this very clear. We only rate dogs. Stop sending other things like this shark. Thank you... 9/10 https://t.co/CXSJZ4Stk3,680970795137544192,715
1991-08-03 04:24:15.364796417,3903,This is Aspen. He's astronomically fluffy. I wouldn't stop petting this dog if the world was ending around me 11/10 https://t.co/oBlgL9nxpx,681193455364796416,1603
1991-08-03 14:51:49.724700672,2518,I just love this pic. 11/10 this pupper is going places https://t.co/P16uhh1PbI,681231109724700672,519
1991-08-03 18:00:18.453299201,1574,This is Champ. He's being sacrificed to the Aztec sun god Huitzilopochtli. So sad. 10/10 Champ doesn't deserve this https://t.co/VGsziXImoy,681242418453299200,581
1991-08-03 23:19:09.936340994,1531,Say hello to Panda. He's a Quackadilly Shooster. Not amused by your fake ball throwing motion. 9/10 would hug lots https://t.co/wL1iDvbcVk,681261549936340992,295
1991-08-04 04:54:17.291280384,3390,Meet Sarge. His parents signed him up for dancing lessons but his true passion is roller coasters 11/10 very petable https://t.co/KvVoBIgkje,681281657291280384,1182
1991-08-04 09:16:12.102656000,3364,"This is actually a lion. We only rate dogs. For the last time please only send dogs. Thank u.
12/10 would still pet https://t.co/Pp26dMQxap",681297372102656000,1028
1991-08-04 10:39:23.064414209,4154,This is Chuck. He's a neat dog. Very flexible. Trapped in a glass case of emotion. Devastatingly unfluffy 3/10 https://t.co/YqbU9xHV3p,681302363064414208,1967
1991-08-04 15:36:27.870711809,2794,This is Glacier. He's a very happy pup. Loves to sing in the sunlight. 11/10 https://t.co/jTBPqKgkz7,681320187870711808,811
1991-08-04 20:57:28.655802368,9779,This is Asher. He's not wearing a seatbelt or keeping both paws on the wheel. Absolute menace on the roadways. 9/10 https://t.co/V3SWuHACkh,681339448655802368,4358
1991-08-04 21:17:45.377193984,1729,I've been told there's a slight possibility he's checking his mirror. We'll bump to 9.5/10. Still a menace,681340665377193984,299
1991-08-06 23:59:37.663676416,15072,This is Carly. She's actually 2 dogs fused together. Very innovative. Probably has superpowers. 12/10 for double dog https://t.co/GQn2IopLud,681523177663676416,6251
1991-08-07 15:43:55.668455424,3728,This is Apollo. He thought you weren't coming back so he had a mental breakdown. 8/10 we've all been there https://t.co/ojUBrDCHLT,681579835668455424,1402
1991-08-08 00:19:58.867845120,2012,*collapses* 12/10 https://t.co/C7M8mnzHIK,681610798867845120,509
1991-08-08 12:20:59.175129088,2785,This is Toffee. He's a happy pupper. Appears dangerously fluffy. Extraordinarily spherical. 12/10 would pet firmly https://t.co/oEXEKt3MHu,681654059175129088,996
1991-08-08 19:25:26.984871937,1854,Can you spot Toby the guilty pupper? 7/10 would be higher but he made quite the mess shredding his stuffed pals https://t.co/3uCcDEJLXs,681679526984871936,482
1991-08-08 23:28:05.539872773,13445,This is Bo. He's a Benedoop Cumbersnatch. Seems frustrated with own feet. Portable as hell. 11/10 very solid pupper https://t.co/TONMhRoQh7,681694085539872768,4345
1991-08-11 06:17:41.017812993,2595,Say hello to Charlie. He's scholarly af. Quite intimidating with all his pupper knowledge 10/10 even built that fire https://t.co/9KThv6z8u5,681891461017812992,888
1991-08-12 07:12:47.097122816,2931,This is Jimothy. He's a Trinidad Poliwhirl. Father was a velociraptor. Exceptionally unamused. 12/10 would adopt https://t.co/VwdIk0OwVx,681981167097122816,1107
1991-08-12 13:19:37.596559360,3315,Unique dog here. Wrinkly as hell. Weird segmented neck. Finger on fire. Doesn't seem to notice. 5/10 might still pet https://t.co/Hy9La4xNX3,682003177596559360,1645
1991-08-12 21:20:03.584274432,6934,This is Ulysses. He likes holding hands and his eyes are magic. 11/10 https://t.co/gPmJHmtgak,682032003584274432,2158
1991-08-13 01:35:27.939461121,3382,We normally don't rate bears but this one seems nice. Her name is Thea. Appears rather fluffy. 10/10 good bear https://t.co/fZc7MixeeT,682047327939461120,1038
1991-08-13 05:00:53.698686977,5231,This is Tess. Her main passions are shelves and baking too many cookies. 11/10 https://t.co/IriJlVZ6m4,682059653698686976,1819
1991-08-13 12:54:39.302213632,19278,I'm not sure what this dog is doing but it's pretty inspirational. 12/10 https://t.co/4Kn9GEHXiE,682088079302213632,10641
1991-08-15 07:51:32.827447297,3427,This is Samson. He patrols his waters on the back of his massive shielded battle dog. 11/10 https://t.co/f8dVgDYDFf,682242692827447296,1272
1991-08-15 12:32:04.040966145,4395,Meet Jax. He's an Iglesias Hufflepoof. Quite the jokester. Takes it too far sometimes. Can be very hurtful. 9/10 https://t.co/i5TeG0KYcW,682259524040966144,1305
1991-08-16 00:48:57.705140231,3248,This is Todo. He's screaming because he doesn't want to wear his sweater or a seat belt. 9/10 gotta buckle up pup https://t.co/Nm8Spw4HbD,682303737705140224,1073
1991-08-17 00:31:18.323662849,1761,"Meet Brody. He's a Downton Abbey Falsetto. Addicted to grating cheese. He says he can stop but we know he can't
9/10 https://t.co/vBeiQq6SaZ",682389078323662848,503
1991-08-17 01:51:45.736888321,2361,This is Kreg. He's riding an invisible jet ski. 11/10 that's downright legendary https://t.co/BA5AV5dx6Y,682393905736888320,734
1991-08-17 05:25:05.142087680,7994,This is Patrick. He's a bigass pupper. 7/10 https://t.co/J9DXBFoAQe,682406705142087680,1894
1991-08-17 11:44:40.204398592,3616,"I know we joke around on here, but this is getting really frustrating. We rate dogs. Not T-Rex. Thank you... 8/10 https://t.co/5aFw7SWyxU",682429480204398592,1250
1991-08-19 21:53:50.361513985,2163,I have no words. Just a magnificent pup. 12/10 https://t.co/viwWHZgX8j,682638830361513984,646
1991-08-20 04:27:11.982772225,3208,Meet Joey and Izzy. Joey only has one ear that works and Izzy wants 2015 to be over already. Both great pups. 11/10s https://t.co/WgQTIQ93BB,682662431982772224,1163
1991-08-20 14:06:26.228989953,1384,NAAAAAAA ZAPENYAAAAA MABADI-CHIBAWAAA 12/10 https://t.co/Ny4iM6FDtz,682697186228989952,387
1991-08-21 04:55:46.109968385,1605,Meet Taco. He's a speckled Garnier Fructis. Loves to shadow box. Ears out of control. Friend clearly impressed 9/10 https://t.co/85X1GHohFr,682750546109968384,469
1991-08-21 15:27:21.537560576,2603,"Happy New Year from your fav holiday squad! 🎉 12/10 for all

Here's to a pupper-filled year 🍻🐶🐶🐶 https://t.co/ZSdEj59FGf",682788441537560576,1201
1991-08-21 21:09:48.178739200,1868,"I'm aware that I could've said 20/16, but here at WeRateDogs we are very professional. An inconsistent rating scale is simply irresponsible",682808988178739200,194
1991-08-23 15:40:37.429899265,38922,This is Darrel. He just robbed a 7/11 and is in a high speed police chase. Was just spotted by the helicopter 10/10 https://t.co/7EsP8LmSp5,682962037429899264,17936
1991-08-24 10:34:26.213818368,2268,This is Lulu. She's contemplating all her unreached 2015 goals and daydreaming of a more efficient tomorrow. 10/10 https://t.co/h3ScYuz77J,683030066213818368,786
1991-08-25 00:08:06.620553216,2090,Here we see a nifty leaping pupper. Feet look deadly. Sad that the holidays are over. 9/10 undeniably huggable https://t.co/ny8mnXhGOW,683078886620553216,603
1991-08-25 05:40:15.881154561,2284,aahhhhkslaldhwnxmzbbs 12/10 for being da smooshiest https://t.co/UOPdXmUz4H,683098815881154560,708
1991-08-25 09:10:07.806746624,3578,This is Larry. He thought the New Year's parties were tonight. 10/10 poor pupper. Maybe next year https://t.co/h3X0jK8MVM,683111407806746624,980
1991-08-25 17:49:13.609318400,3036,Meet Brandy. She's a member of the Bloods. Menacing criminal pupper. Soft spot for flowers tho. 9/10 pet w caution https://t.co/hhIA3coiAJ,683142553609318400,1113
1991-08-28 05:39:33.142474752,3087,"""Have a seat, son. There are some things we need to discuss"" 10/10 https://t.co/g4G5tvfTVd",683357973142474752,1007
1991-08-28 15:04:12.557561860,8023,"Say hello to Jack (pronounced ""Kevin""). He's a Virgo Episcopalian. Can summon rainbows. 11/10 magical as hell https://t.co/YHXrdUTHd6",683391852557561856,2569
1991-08-29 07:08:15.444799489,4109,I just want to be friends with this dog. Appears to be into the sports. A true brobean. 10/10 would introduce to mom https://t.co/1Z7Q6svWpe,683449695444799488,1726
1991-08-29 10:46:10.029932544,2563,"""Hello forest pupper I am house pupper welcome to my abode"" (8/10 for both) https://t.co/qFD8217fUT",683462770029932544,718
1991-08-29 15:53:48.088049664,2775,Meet Banjo. He's a Peppercorn Shoop Da Whoop. Nails look lethal. Skeptical of luminescent orb 11/10 stay woke pupper https://t.co/H7NZFumpKq,683481228088049664,1067
1991-08-29 20:38:42.573824003,3345,This is Griffin. He's desperate for both a physical and emotion connection. 11/10 I'd hug the hell out of Griffin https://t.co/ObWcOEekt0,683498322573824000,1031
1991-08-30 01:32:12.363329536,7755,HEY PUP WHAT'S THE PART OF THE HUMAN BODY THAT CONNECTS THE FOOT AND THE LEG? 11/10 so smart https://t.co/XQ1tRUmO3z,683515932363329536,3128
1991-09-01 16:31:11.509258241,6853,Meet Sebastian. He's a womanizer. Romantic af. Always covered in flower petals. Also a poet. 11/10 dreamy as hell https://t.co/eoL1bCpWCg,683742671509258240,3572
1991-09-02 01:03:59.333797890,3524,This is Buddy. He's gaining strength. Currently an F4 tornado with wind speeds up to 260mph. Very devastating. 9/10 https://t.co/qipZbshNsR,683773439333797888,1459
1991-09-02 16:23:19.284170753,2944,Breathtaking pupper here. Should be on the cover of Dogue. Top-notch tongue. Appears considerably fluffy. 12/10 https://t.co/Eeh3yfdglS,683828599284170752,1138
1991-09-02 18:08:29.291606017,2761,Here we see a faulty pupper. Might need to replace batteries. Try turning off &amp; back on again. 9/10 would still pet https://t.co/O1E4AtHVxO,683834909291606016,1192
1991-09-02 22:18:52.751646720,2763,This is Jiminy. He's not the brightest dog. Needs to lay off the kibble. 5/10 still petable https://t.co/omln4LOy1x,683849932751646720,1052
1991-09-02 23:02:58.183077888,2028,"Say hello to Tiger. He's a penbroke (little dog pun for ya, no need to applaud I know it was good) 10/10 good dog https://t.co/Yei0HzS3JN",683852578183077888,377
1991-09-03 00:32:00.510050305,4003,Meet Sadie. She fell asleep on the beach and her friends buried her. 10/10 can't trust fellow puppers these days https://t.co/LoKVvc1xAW,683857920510050304,1200
1991-09-05 19:09:18.874210310,4327,Say hello to Lupe. This is how she sleeps. 10/10 impressive really https://t.co/Fz6iZWlk8C,684097758874210304,1546
1991-09-06 02:08:11.630342144,2099,Heartwarming scene of two pups that want nothing more than to be together. Touching af. Great tongue. Both 11/10 https://t.co/k32mSlRx0j,684122891630342144,511
1991-09-06 09:04:49.187209216,3141,This is Sweets the English Bulldog. Waves back to other bikers. 12/10 just a fantastic friendly pupper https://t.co/WYiFzuX7D4,684147889187209216,1608
1991-09-06 17:21:41.129875456,2124,This is Kulet. She's very proud of the flower she picked. Loves it dearly. 10/10 now I want a flower https://t.co/myUUwqJIs7,684177701129875456,724
1991-09-06 20:26:26.104872960,3668,"""Yo Boomer I'm taking a selfie, grab your stick""
""Ok make sure to get this rad hole I just dug in there""

Both 10/10 https://t.co/e0gbl9VFpA",684188786104872960,1258
1991-09-06 22:11:25.588783105,2020,This is Tino. He really likes corndogs. 9/10 https://t.co/cUxGtnBfc2,684195085588783104,560
1991-09-06 23:39:32.118904832,2280,Gang of fearless hoofed puppers here. Straight savages. Elevated for extra terror. Front one has killed before 6/10s https://t.co/jkCb25OWfh,684200372118904832,1108
1991-09-07 05:54:28.335505415,4052,Someone help the girl is being mugged. Several are distracting her while two steal her shoes. Clever puppers 121/110 https://t.co/1zfnTJLt55,684222868335505408,1479
1991-09-07 06:42:24.407494656,1307,"Two sneaky puppers were not initially seen, moving the rating to 143/130. Please forgive us. Thank you https://t.co/kRK51Y5ac3",684225744407494656,229
1991-09-07 11:07:17.099323392,8590,This is Obi. He got camera shy. 12/10 https://t.co/feiPiq7z94,684241637099323392,3553
1991-09-09 23:47:49.371654144,2084,This is Jeph. He's a Western Sagittarius Dookmarriot. Frightened by leaf. Caught him off guard. 10/10 calm down Jeph https://t.co/bicyOV6lju,684460069371654144,595
1991-09-10 05:37:54.559381504,4072,Meet Pippa. She's an Elfin High Feta. Compact af. Easy to transport. Great for vacations. 10/10 would keep in pocket https://t.co/nBtDeZ4yAb,684481074559381504,1253
1991-09-10 21:34:04.857667585,2791,"After watching this video, we've determined that Pippa will be upgraded to a 12/10. Please enjoy https://t.co/IKoRK4yoxV",684538444857667584,1028
1991-09-11 05:39:03.613382656,3171,This is Bobby. He doesn't give a damn about personal space. Convinced he called shotgun first. 4/10 not the best dog https://t.co/b8XW69gSaU,684567543613382656,1326
1991-09-11 11:22:10.326986752,4334,This pupper just got his first kiss. 12/10 he's so happy https://t.co/2sHwD7HztL,684588130326986752,1507
1991-09-11 13:14:49.858887680,9415,"""FOR THE LAST TIME I DON'T WANNA PLAY TWISTER ALL THE SPOTS ARE GREY DAMN IT CINDY"" ...10/10 https://t.co/uhQNehTpIu",684594889858887680,3799
1991-09-13 22:17:07.459624960,2856,Meet Theodore. He's dapper as hell. Probably owns horses. Uses 'summer' as a verb. Often quotes philosophers. 11/10 https://t.co/J3Ld4fRbSy,684800227459624960,1071
1991-09-14 06:49:42.659280897,36943,This little fella really hates stairs. Prefers bush. 13/10 legendary pupper https://t.co/e3LPMAHj7p,684830982659280896,23208
1991-09-14 20:36:59.965411328,2210,Here we have a basking dino pupper. Looks powerful. Occasionally shits eggs. Doesn't want the holidays to end. 5/10 https://t.co/DnNweb5eTO,684880619965411328,879
1991-09-15 02:36:23.876321280,1979,This is Perry. He's an Augustus Gloopster. Very condescending. Makes up for it with the sneaky tongue slip. 11/10 https://t.co/JVvIrUmTkR,684902183876321280,569
1991-09-15 06:04:20.081053696,3692,"""Hello yes I'll just get one of each color thanks"" 12/10 for all https://t.co/AMDsllQs7a",684914660081053696,1567
1991-09-15 09:29:35.086034944,3688,Meet Bruiser &amp; Charlie. They are the best of pals. Been through it all together. Both 11/10. 1 like=1 friendship https://t.co/PEXHuvSVD4,684926975086034944,502
1991-09-15 13:07:29.151070208,3386,This is Oreo. She's a photographer and a model. Living a double pupple life. 12/10 such talent much cute would pet https://t.co/zNeLxJeAoL,684940049151070208,1118
1991-09-15 18:36:38.585110529,7182,This is Jerry. He's a neat dog. No legs (tragic). Has more horns than a dog usually does. Bark is unique af. 5/10 https://t.co/85q7xlplsJ,684959798585110528,3364
1991-09-15 21:24:20.808454144,2492,"For those who claim this is a goat, u are wrong. It is not the Greatest Of All Time. The rating of 5/10 should have made that clear. Thank u",684969860808454144,409
1991-09-18 04:48:03.572338688,4324,Meet Gerbald. He just found out he's adopted. Poor pupper. Snazzy tongue tho. 11/10 would hold close in time of need https://t.co/UfGkB9Wrud,685169283572338688,1528
1991-09-18 13:03:17.565345792,2460,This is Alfie. That is his time machine. He's very proud of it. Without him life as we know it would not exist 11/10 https://t.co/530Yfbl5xo,685198997565345792,715
1991-09-19 08:25:53.634967552,3264,This is Hubertson. He's a Carmel Haberdashery. Enjoys long summer days on his boat. Very peaceful pupper. 10/10 https://t.co/vzCl35fKlZ,685268753634967552,1297
1991-09-19 19:10:51.701334016,2177,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF,685307451701334016,472
1991-09-19 21:20:39.903100929,3526,I would like everyone to appreciate this pup's face as much as I do. 11/10 https://t.co/QIe7oxkSNo,685315239903100928,1158
1991-09-19 23:06:26.178670592,2788,This is Rocky. He sleeps like a psychopath. 10/10 quality tongue slip https://t.co/MbgG95mUdu,685321586178670592,687
1991-09-20 00:05:12.850124800,9993,"""Tristan do not speak to me with that kind of tone or I will take away the Xbox."" 10/10 https://t.co/VGPH0TfESw",685325112850124800,4284
1991-09-22 09:38:12.383666176,3203,"For the last time, WE. DO. NOT. RATE. BULBASAUR. We only rate dogs. Please only send dogs. Thank you ...9/10 https://t.co/GboDG8WhJG",685532292383666176,1234
1991-09-22 13:58:56.038666240,34739,Everybody needs to read this. Jack is our first 14/10. Truly heroic pupper https://t.co/3m6bNGXWnM,685547936038666240,16838
1991-09-23 16:06:11.164143616,3093,This is Otis. He just passed a cop while going 61 in a 45. Very nervous pupper. 7/10 https://t.co/jJS8qQeuNO,685641971164143616,835
1991-09-23 22:04:12.032069632,3424,"Meet Brooks. He's confused by the almighty ball of tennis. 12/10 

(vid by @PDolan37) https://t.co/AcVWe39nmM",685663452032069632,1571
1991-09-23 23:09:39.192414208,2469,This is Marty. He has no idea what happened here. Never seen this stuff in his life. 9/10 very suspicious pupper https://t.co/u427woxFpJ,685667379192414208,616
1991-09-24 02:58:10.388975616,2141,Jack deserves another round of applause. If you missed this earlier today I strongly suggest reading it. Wonderful first 14/10 🐶❤️,685681090388975616,137
1991-09-26 17:38:43.014619143,7927,This is Olive. He's stuck in a sleeve. 9/10 damn it Olive https://t.co/NnLjg6BgyF,685906723014619136,3127
1991-09-27 03:56:47.276412928,1719,This is the newly formed pupper a capella group. They're just starting out but I see tons of potential. 8/10 for all https://t.co/wbAcvFoNtn,685943807276412928,646
1991-09-27 12:07:16.358713344,2223,This is Lorelei. She's contemplating her existence and the eventual heat death of the universe. 11/10 very majestic https://t.co/xbUoULOIS8,685973236358713344,564
1991-09-27 20:26:47.160610816,1921,This is Hammond. He's a peculiar pup. Loves long walks. Bark barely audible. Too many legs. 3/10 must be rare https://t.co/NOIiRWr5Jf,686003207160610816,678
1991-09-27 21:45:16.130873345,2612,This pupper has a magical eye. 11/10 I can't stop looking at it https://t.co/heAGpKTpPW,686007916130873344,450
1991-09-28 05:00:24.800862208,3285,Your fav crew is back and this time they're embracing cannabis culture. 12/10 for all https://t.co/oSvRDuMm1D,686034024800862208,1248
1991-09-28 05:29:40.142297088,1214,"Yes I do realize a rating of 4/20 would've been fitting. However, it would be unjust to give these cooperative pups that low of a rating",686035780142297088,129
1991-09-28 09:31:36.934563840,2327,This is Flávio. He's a Macedonian Poppycock. 97% floof. Jubilant af. 11/10 personally I'd pet the hell out of https://t.co/BUyX7isHRg,686050296934563840,781
1991-10-01 03:12:59.679375361,4221,When bae calls your name from across the room. 12/10 (vid by @christinemcc98) https://t.co/xolcXA6gxe,686286779679375360,1787
1991-10-01 23:05:56.425093120,2317,Heartwarming scene here. Son reuniting w father after coming home from deployment. Very moving. 10/10 for both pups https://t.co/95JJevQOWW,686358356425093120,729
1991-10-02 04:17:45.986265092,2343,Meet Birf. He thinks he's gone blind. 10/10 very frightened pupper https://t.co/oDkspjNWYX,686377065986265088,601
1991-10-02 06:55:21.809772549,3433,Say hello to Crimson. He's a Speckled Winnebago. Main passions are air hockey &amp; parkour. 11/10 would pet thoroughly https://t.co/J5aI7SjzDc,686386521809772544,941
1991-10-02 09:00:59.078897668,1839,This pup's having a nightmare that he forgot to type a paper due first thing in the morning. 12/10 (vid by ... https://t.co/CufnbUT0pB,686394059078897664,728
1991-10-04 19:54:29.955735556,2000,"Meet Horace. He was practicing his levitation, minding his own business when a rogue tennis ball spooked him. 10/10 https://t.co/tB9xYjMyZd",686606069955735552,583
1991-10-04 23:19:09.602762752,3884,This is Olivia. She just saw an adult wearing crocs. 11/10 poor pupper. No one should witness such a thing https://t.co/yJVTi1DjJc,686618349602762752,1456
1991-10-05 17:17:25.143953408,2962,This is Mona. She's a Yarborough Splishnsplash. Lost body during Nam. 11/10 revolutionary pupper https://t.co/pgD6h0yhgz,686683045143953408,861
1991-10-06 06:36:31.906516992,4376,I just love this picture. 12/10 lovely af https://t.co/Kc84eFNhYU,686730991906516992,1285
1991-10-06 11:44:20.672679938,3657,Strange pup here. Easily manipulated. Rather inbred. Sharp for a dog. Appears uncomfortable. 8/10 would still pet https://t.co/nSQrhwbk1V,686749460672679936,1563
1991-10-06 14:40:01.961103360,3703,This pupper forgot how to walk. 12/10 happens to all of us (vid by @bbuckley96) https://t.co/KFTrkSOuu3,686760001961103360,1477
1991-10-08 18:38:21.016735744,9072,This is Jackson. He was specifically told not to sleep in the fridge. Damn it Jackson. 11/10 would squeeze softly https://t.co/lJs10ZJsgj,686947101016735744,3408
1991-10-10 12:00:57.537363968,2362,This pupper's New Year's resolution was to become a Hershey's kiss. 11/10 she's super pumped about it https://t.co/D7jYj6vdwC,687096057537363968,650
1991-10-10 13:51:48.889812993,2470,Army of water dogs here. None of them know where they're going. Have no real purpose. Aggressive barks. 5/10 for all https://t.co/A88x73TwMN,687102708889812992,1064
1991-10-10 15:52:05.361856513,6122,This is Baxter. He looks like a fun dog. Prefers action shots. 11/10 the last one is impeccable https://t.co/LHcH1yhhIb,687109925361856512,2641
1991-10-10 19:54:45.711986689,2278,Say hello to Samson. He's a Firecracker Häagen-Dazs. 11/10 objects in mirror may be more petable than they appear https://t.co/03vR9dn7jy,687124485711986688,542
1991-10-10 20:52:07.494963200,5759,Meet Gordon. He's an asshole. 9/10 would still pet https://t.co/a34N7QwKbb,687127927494963200,2459
1991-10-13 00:06:18.585812992,4591,"""You got any games on your phone"" 7/10 for invasive brown Dalmatian pupper https://t.co/yzGR9xjE9Q",687312378585812992,2034
1991-10-13 01:28:26.314240000,21175,This is Tyrone. He's a leaf wizard. Self-motivated. No eyes (tragic). Inspirational af. 11/10 enthusiasm is tangible https://t.co/pRp1Npucbz,687317306314240000,9816
1991-10-14 00:16:33.394311168,1995,This is Barry. He's very fast. I hope he finds what he's looking for. 10/10 (vid by @KeeganWolfe33) https://t.co/nTAsyvbIiO,687399393394311168,675
1991-10-14 17:15:06.001633280,2157,This is Kramer. He's a Picasso Tortellini. Tie couldn't be more accurate. Confident af. Runs his own business. 10/10 https://t.co/jIcVW0xxmH,687460506001633280,584
1991-10-14 21:37:34.459715584,2078,This is Curtis. He's a fluffball. 11/10 would snug this pupper https://t.co/1DzInODwrj,687476254459715584,572
1991-10-14 22:52:28.861947905,1683,Another magnificent photo. 12/10 https://t.co/X5w387K5jr,687480748861947904,261
1991-10-15 02:44:12.870668288,2012,This is Marq. He stole this car. 7/10 wtf Marq? https://t.co/MHScqo5l8c,687494652870668288,614
1991-10-17 02:00:29.264453632,2042,Meet Opal. He's a Belgian Dijon Poofster. Upset because his hood makes him look like blond Justin Timberlake. 11/10 https://t.co/IAt3jRZ5ez,687664829264453632,549
1991-10-17 12:56:20.304273409,2572,Say hello to Blakely. He thinks that's a hat. Silly pupper. That's a nanner. 9/10 https://t.co/UwOV1jqKRt,687704180304273408,898
1991-10-17 20:42:24.991551489,1855,This is Ember. That's the q-tip she owes money to. 11/10 pay up pup. (vid by @leanda_h) https://t.co/kGRcRjRJRl,687732144991551488,700
